rid,name,area,address,phone no.,opening hours
2461,原台南州廳-台灣文學館,臺南,臺南市中西區中正路1號,06-2217201,"▴週二至週日 09:00~18:00
▴休館日：週一（逢國定假日照常休館）、農曆除夕及大年初一、政府公告之天然災害停止上班日、選舉日及本館另行公告之休館日。
▴景點資訊僅供參考，詳細參觀資訊請洽官方網站

館內各設施開放時間：
兒童文學書房：09:00-18:00 (12:00-13:00暫停開放)
圖書室： 09:00-17:00。(目前整修中暫停開放)
藝文商店： 10:00-18:00。
文學咖啡坊： 08:00-18:00。(目前整修中暫停開放)"
2462,竹門綠色隧道,臺南,臺南市白河區南90鄉道上，竹門國小門前道路,06-6855102,全年開放
2463,黑面琵鷺賞鳥亭,臺南,臺南市七股區鹽埕里52號, 06-2842600,無
2464,東山服務區,臺南,臺南市東山區枋子林74-6號,06-6230147,24小時開放
2465,要月吊橋,臺南,臺南市左鎮區草山里南171鄉道2.5公里處(草山月世界風景區),06-5732629,全天開放
2466,凌波吊橋,臺南,臺南市官田區隆田里中山路二段207號,06-5791118,全年開放
2467,大內西拉雅吊橋,臺南,臺南市大內區84號省道頭社交流道旁(西拉雅親子公園),06-5761001,全年開放
2468,永興吊橋,臺南,臺南市楠西區照興里興南3號巷內(楠西區),06-5751615#26,全天開放
2469,玉豐芒果樹綠色隧道,臺南,臺南市白河區竹門派出所為起點至玉豐里南90鄉道,06-6855102,全天開放
2470,佳里木棉綠色隧道,臺南,臺南市佳里區南27區道,06-7222127,全天開放
2471,七股黑板樹廊道,臺南,臺南市七股區南34區道,06-7872611,全天開放
2472,旺萊公園(大潭埤),臺南,臺南市關廟區松腳里緊鄰千佛山菩堤寺,06-5950002,全年開放
2473,芙蓉埤生態園區,臺南,臺南市後壁區長安里,06-6872284,無
2474,崑山湖(鯽魚潭),臺南,臺南市永康區崑大路195號(崑山科技大學校內),06-2727175,全天開放
2475,老牛的家,臺南,臺南市柳營區神農里新厝102號,06-6326301,週一~週日08:00~17:00
2476,洲仔尾保寧宮,臺南,臺南市永康區鹽洲里洲尾街78號,06-2536681,無
2477,六甲鎮南宮,臺南,臺南市六甲區工研路2號,06-6982464,週一~週日05:30~21:00
2478,夕遊出張所,臺南,臺南市安平區古堡街196號,06-3911088,"每週一、二、四、五、日  10:00-18:00
週六  10:00-19:00
週三公休"
2479,四草綠色隧道,臺南,臺南市安南區顯草街一段(四草大眾廟旁),06-2841610,"▴夏令時段（清明假期後至白露）：早上8：30至下午5：00 
▴冬令時段（白露後至清明假期）：早上8：00至下午4：30"
2480,太平境馬雅各紀念教會,臺南,臺南市中西區公園路6號,06-2282184,週一~週五08:30~12:00、14:00~17:00，週六09:00~12:00，需預約。
2481,開基永華宮,臺南,臺南市中西區府前路一段196巷20號,06-2242319 ,06:00~20:00 全年開放
2482,泮宮石坊,臺南,臺南市中西區府中街西側街口處,06-2267151,無
2483,後壁無米樂社區(無米里社區由菁寮里、墨林里、後廍里所組成),臺南,臺南市後壁區菁寮,06-6622231,全天開放
2484,東山175咖啡大道,臺南,臺南市東山區市道175線,無,無
2485,小南海風景區,臺南,臺南市白河區 廣安里5 鄰37-1 號,06-6876947,全年開放
2486,崁頂福安宮,臺南,臺南市白河區關嶺里南寮111號,06-6822547,無
2487,東山碧軒寺,臺南,臺南市東山區東山里218號,06-6801009,週一~週日07:00-20:00
2488,玉井虎頭山,臺南,臺南市玉井區竹圍,06-5741141,全天開放
2489,漚汪文衡殿,臺南,臺南市將軍區忠興里196號,06-7945639,週一~週日00:00~24:00(求還金時間08:00~17:00)
2490,永康探索教育公園,臺南,臺南市永康區永康里永華路、永平街、永大五路、永興路街廓,06-2010308,全年開放
2491,新港社地方文化館,臺南,臺南市新市區豐華里道爺路3號(南科園區內),06-5897603,"周二~周六 9:00~17:00
周日、周一休館"
2492,蘇厝真護宮,臺南,臺南市安定區蘇厝里293-2號,06-5922335,全年無休
2493,官田水雉生態教育園區,臺南,臺南市官田區南64與南65交會處附近,06-5793911,週二~週日09:00~17:00
2494,八田與一紀念園區,臺南,臺南市官田區嘉南66號,06-6982103,"▴週四至週二 9:00~17:30 (平日12:00-13:30休息)
▴每週三休園"
2495,台南藝術大學,臺南,臺南市官田區大崎里66號,06-6930100,全年開放
2496,海安路藝術街,臺南,臺南市中西區海安路,06-2267151,全天候開放
2497,西羅殿,臺南,臺南市中西區和平街90號,06-2285354,週一~週日07:00~21:00
2498,成大榕園,臺南,臺南市東區大學路1號光復校區,06-2757575,電洽
2499,巴克禮公園,臺南,臺南市東區中華東路三段357巷 (台南市立文化中心正門口對面),06-2389673,全天開放
2500,神農街,臺南,臺南市中西區神農街,06-2267151,全天開放
2501,十二佃神榕,臺南,臺南市安南區公學路4段54巷43弄,06-2873320,全年開放
2502,民治市政中心,臺南,臺南市新營區民治路36號,06-6322231,無
2503,歐威電影館,臺南,臺南市新化區中正路488號(楊逵文學紀念館C棟展館),06-5908865,週二~週日09:00~12:00、14:00~17:00、週一休館
2504,二王廟,臺南,臺南市永康區永二街395號,06-2333215,全年無休
2505,大灣廣護宮,臺南,臺南市永康區大灣路286號,06-2714964,週一~週日06:00~21:30
2506,龍崎文衡殿,臺南,臺南市龍崎區中坑里中坑3-2號,06-5940050,全天開放
2507,歸仁文化中心,臺南,臺南市歸仁區信義南路78號,06-3306505,"(整建中，暫不開放，相關課程及活動地點變更情形請洽官網)

中心服務時間: 週一至週五 08:00~17:30；美術館開館時間: 週二至週日 09:00~17:00"
2508,樹谷園區,臺南,臺南市新市區中心東路12號,06-5889955,09:00~17:00(週一及除夕休館)
2509,臺南市政府消防局防災教育館,臺南,臺南市安平區永華路二段898號,06-2975119,週二~週五08:30-12:00 13:30-17:00 參觀前請先預約
2510,王雞屎洋宅,臺南,臺南市安平區國勝路35巷2號,06-2281382,私宅僅開放外觀
2511,安平觀音亭,臺南,臺南市安平區觀音街33號,06-2230523,全年無休
2512,後壁土溝農村美術館,臺南,臺南市後壁區土溝里56之1號,06-6874505,無
2513,樹谷生活科學館,臺南,臺南市新市區中心東路12號,06-5894800,9:00~17:00 週一及除夕休館
2514,新營印度紫檀綠色隧道,臺南,臺南市新營區南70區道,06-6322015,全天開放
2515,HMTM和明紡織文化館,臺南,臺南市七股區大埕里大埕189號,06-7871611,"▴週三-週日：9:00 ~18:00 (週一、週二休館)
▴節慶開放時間另行於臉書公佈"
2516,臺灣金屬創意館,臺南,臺南市永康區永科環路598號,06-2030728,"週一至週五 09:00~12:00、13:00~14:30

※本館採預約制參觀※
▴一般散客須於「三日前」預約；團體客則須於「七日前」完成預約。
▴週六、日僅受理40人以上團體預約參觀。"
2517,康那香不織布創意王國,臺南,臺南市將軍區三吉里三吉66-1號,06-7941573,"週二～週日9:00~17:30
（最後進場時間17:00）
(詳見粉專)"
2518,瓜瓜園地瓜生態故事館,臺南,臺南市新化區中正路65之1號,06-5902966,"▴週一至週日 9:00~17:00 (公休日另公布於粉絲專頁)
▴園區內採自由參觀，如需導覽服務請來電洽詢"
2519,卡多利亞良食故事館,臺南,臺南市後壁區後壁里42-27號,06-6873480,週二~週日10:00~17:00、週一休館
2520,新百祿燕窩觀光工廠,臺南,臺南市南區新和路38號(安平工業區),06-2650924,"▴週二至週五 9:00~12:00、13:00~17:00
▴週六、週日 9:00~17:00
▴週一休館"
2521,天一中藥生活化園區,臺南,臺南市官田區工業路31號(官田工業區),06-6985800,"▴週一至週三：8:00~17:00
▴週五至週日：8:00~17:00
▴週四休館，遇國定假日正常開放"
2522,虹泰水凝膠世界,臺南,臺南市仁德區中正路三段523巷116號,06-2724880,"星期一為休館日。
營業時間為周二至週日。
門市開放時間：09：00 ~ 12：00 和 13：30 ~ 17：00。
平日參訪請於 三天前 預約。"
2523,跨虹吊橋,臺南,臺南市官田區嘉南里68-2號(烏山頭水庫),06-6982103,週一~週日06:00-18:00
2524,虎月吊橋,臺南,臺南市新化區中興路42巷36號,06-5901325,週一~週日06:00-22:00
2525,大武壠吊橋,臺南,臺南市大內區二溪里唭子瓦60 號(走馬瀨農場),06-5760121#3,一年365 天24 小時全天候開放 ( 遊憩設施營業時間平日09:00~17:00、假日08:00~17:00)
2526,望龍吊橋,臺南,臺南市龍崎區崎頂里龍崎國小旁(龍崎區虎形山公園),06-5941326,全年開放
2527,鳳凰吊橋,臺南,臺南市南區體育路87號(竹溪寺),06-2154957,4:00-17:00，全年開放
2528,永成戲院,臺南,臺南市鹽水區水正里過港21號,06-6321047,"▴週三~週五13:30-17:30
▴週六~週日09:30-17:30
▴每週一、二全天休館／民俗三大節日當日休館"
2529,山上天后宮,臺南,臺南市山上區山上里121號,06-5781077,無
2530,竹炭故事館,臺南,臺南市龍崎區崎頂里新市子7鄰223號,06-5940463,全年無休  平日： 8:00~16:30(午休1小時) 假日： 夏令09:00~18:00(午休1小時)  冬令08:00~17:00(午休1小時)
2531,善化糖廠,臺南,臺南市善化區溪美里310號,06-5810218,8:00~21:00
2532,安平天主教文物館,臺南,臺南市安平區安平路850巷2號,06-2232760,採預約制
2533,後壁車站,臺南,臺南市後壁區後壁里77號,06-6872055,全年開放
2534,蘭科植物園,臺南,臺南市山上區玉峰里牛稠埔11-2號,06-5781358,週二-週日 10:00~17:00(週一公休)
2535,西社西㡣殿,臺南,臺南市安平區國勝路35巷12號,06-2292333,週一 - 週日7:00~22:00
2536,永康三崁店糖廠神社遺蹟,臺南,臺南市永康區仁愛街與三民街交界,無,全年開放
2537,新化朝天宮,臺南,臺南市新化區太平里中正路534號,06-5989807,無
2538,鹿耳門歷史文化區域地方文化館,臺南,臺南市安南區媽祖宮一街136號,06-2841386,週一~週日9:00~17:00
2539,國立成功大學博物館,臺南,臺南市東區大學路1號(成功校區),06-2757575#63020,無
2540,仁德十三甲武德宮,臺南,臺南市仁德區文賢路一段81巷90號,06-3660852,無
2541,東門美術館,臺南,臺南市中西區府前路一段203號1樓,06-2131897,週二至週日 13:00~18:00
2542,鹿耳門鎮門宮,臺南,臺南市安南區媽祖宮一街345巷420號,06-2841162,無
2543,新化武德殿,臺南,臺南市新化區東榮里和平街53號, 06-5902192,"▴ 週二至週日：9:00-12:00、13:30-17:00
▴ 週一及國定假日休館"
2544,慈蓮寺,臺南,臺南市左鎮區岡林里10號,06-5730047,無
2545,臨濮堂施氏大宗祠,臺南,臺南市中西區海安路二段97巷32號,06-7942585,無
2546,茅港尾天后宮,臺南,臺南市下營區茅港里163號,06-6894824,全年無休
2547,陳桂記大宗祠,臺南,臺南市學甲區中洲里15之10號,06-7833553,無
2548,樹谷農場,臺南,臺南市新市區中心東路12號,06-5894800,"▴週二至週日 10:00~17:00
▴平日只接受20人以上戶外教學預約團體參觀
▴週一公休"
2549,歸仁美學館,臺南,臺南市歸仁區區中山路一段568號,06-2301518,"週二~週五   12：30~20：30
週六~週日   09：30~17：30
每週一及國定假日休館"
2550,東山農會咖啡文化館,臺南,臺南市東山區東中里中興路1號,06-6802816, 週六-週日10:00~18:00
2551,鹿耳門天后宮,臺南,臺南市安南區媽祖宮一街136號,06-2841386,5:00~21:30 全年開放
2552,月津港親水公園,臺南,臺南市鹽水區橋南街4號,06-6521038,全日開放
2553,二行清王宮,臺南,臺南市仁德區行大街2號,06-2665445,全年無休
2554,羅來受教會,臺南,臺南市左鎮區左鎮里128號,06-5731076,事先預約 (星期日上午主日禮拜時間不開放)
2555,左鎮北極殿,臺南,臺南市左鎮區中正里171-3號,06-5731333,全年無休
2556,新天王殿,臺南,臺南市玉井區沙田里2鄰15號,06-5745107,全年無休
2557,八份姑媽宮,臺南,臺南市西港區港東里八份1號之2,06-7951877,全年開放
2558,子龍廟永昌宮,臺南,臺南市佳里區子龍里(子良廟)40號,06-7262348,全年無休
2559,後甲關帝殿,臺南,臺南市東區富強里中華東路二段96巷1弄1號,06-2356659,4:30~22:00全年無休 (政府公告之颱風假除外)
2560,德高厝上帝廟,臺南,臺南市東區德高里城東街28號,06-2684088,全年無休
2561,彌陀寺,臺南,臺南市東區東門里東門路一段133號,06-2375292,8:30~11:30；14:30~17:30 (周一公休)
2562,龍山寺,臺南,臺南市東區龍山里東門路二段134巷27號,06-2378657,5:50~17:30，全年無休
2563,龍湖寺,臺南,臺南市南化區東和里95號,06-5771648,全年開放
2564,大圓滿廟,臺南,臺南市南化區南化里27號,06-5771686,全年無休
2565,鹽埕北極殿,臺南,臺南市南區鹽埕路159巷1號,06-2653819,夏季(3~10月) 09:00~18:00；冬季（11～2月) 08:30~17:30全年無休 (政府公告之颱風假除外)
2566,竹溪寺,臺南,臺南市南區體育路87號,06-2153468,全年開放
2567,代天院,臺南,臺南市柳營區中山西路一段362號,06-6220314,全年開放
2568,天壇護安宮,臺南,臺南市新化區東榮里護安街42號,06-5905563,全年無休
2569,永安宮,臺南,臺南市新市區仁愛街331號,06-5995091,全年無休
2570,大社東勢北極殿,臺南,臺南市新市區大社里288號,06-5996295,全年無休
2571,同濟宮,臺南,臺南市新營區王公里民族路51號,06-6326605,05:30~21:00(全年無休)
2572,濟安宮,臺南,臺南市新營區忠義街28號,06-6328255,05:00~21:00(全年無休)
2573,真武殿,臺南,臺南市新營區南興里延平路112號,06-6326397,06:00~22:00(全年無休)
2574,學甲大灣清濟宮,臺南,臺南市學甲區大灣里19號,06-7833824,全年無休
2575,保西代天府,臺南,臺南市歸仁區大廟里大廟五街31號,06-2713775,全天
2576,敦源聖廟,臺南,臺南市歸仁區忠孝北路歸仁教會旁,06-2304538,07:00~17:00(全年無休)
2577,護庇宮,臺南,臺南市鹽水區水正里中正路140號,06-6522088,全年開放
2578,大豐南天宮(蔡觀音廟),臺南,臺南市鹽水區大豐里大豐88號,06-6551670,全年開放
2579,下營風鈴木廊道,臺南,臺南市下營區市道174線,06-6892104,全天開放
2580,下營小葉欖仁綠色隧道,臺南,臺南市下營區中山路一段476巷,06-6892104,全天開放
2581,白河後壁印度紫檀廊道,臺南,臺南市白河區172甲道,06-6855102,全天開放
2582,白河將軍埤南洋櫻廊道,臺南,臺南市白河區南89區道，近將軍埤畔,06-6855102,全天開放
2583,後壁上茄苳樟樹廊道,臺南,臺南市後壁區南87鄉道,06-6872284,全天開放
2584,大內石仔瀨天后宮,臺南,臺南市大內區石湖里291號,06-5762655,06:00~21:00(全年無休)
2585,開隆宮,臺南,臺南市中西區中山路79巷56號,06-2212137,全年開放
2586,小南天福德祠,臺南,臺南市中西區忠義路二段158巷27號,06-2211386,全年開放
2587,臨水夫人廟,臺南,臺南市中西區建業街16號,06-2136268,06:00~20:30全年無休(政府公告之颱風假除外)
2588,太子廟明直宮,臺南,臺南市仁德區太子里太子路354號,06-2732645,夏季(3-10)月 06:00-21:30 冬季(11-2)月 06:00-21:00(全年無休)
2589,岳王廟,臺南,臺南市仁德區太子路64號,06-2714884,夏季(3-10)月 06:00-21:30 冬季(11-2)月 06:00-21:00(全年無休)
2590,大甲萬龍宮,臺南,臺南市仁德區大甲里行大一街297之1號,06-2661137,全年無休
2591,正王府,臺南,臺南市七股區十份里53-2號,06-7871145,全年無休
2592,大灣凌霄寶殿武龍宮,臺南,臺南市永康區永大路二段103巷8號,06-2728329,全年無休
2593,林子內教會,臺南,臺南市白河區汴頭里林子內25-1號,06-6857495,教堂24小時開放給尋道者禱告
2594,仙祖廟(紫雲殿),臺南,臺南市白河區關嶺里5鄰關子嶺99-3號,06-6822315,07:00-17:00
2595,安定保安宮,臺南,臺南市安定區安定里131號,06-5923743,全年無休
2596,蘇厝長興宮,臺南,臺南市安定區蘇厝里456號,06-5922450,全年開放
2597,洋仔保生大帝廟,臺南,臺南市新化區豐榮里洋子127號,06-5987996,全年無休
2598,楠西玄天上帝廟,臺南,臺南市楠西區楠西里民族路102號,06-5751036,全年無休
2599,『腳の眼鏡』足部科學體驗中心(紅崴科技股份有限公司),臺南,臺南市安南區工業一路23號,06-2380713,"▴週一至週五：09:00~12:00、13:30~17:00
▴例假日休館"
2600,東和蜂文化觀光工廠,臺南,臺南市東山區東勢1-18號,06-6800773,9:30~17:30 週三公休
2601,台鉅美妝觀光工廠,臺南,臺南市仁德區中正路三段589號,06-2052013,09:00-17:00，每月固定最後一週的星期二休館
2602,洪通故居彩繪村,臺南,臺南市北門區鯤江里1003之1號,06-7861000,無
2603,新安宮藝文中心,臺南,臺南市北門區蚵寮1003之1號,06-7863745,無
2604,噍吧哖事件紀念園區,臺南,臺南市玉井區樹糖街22號,06-5741025,週一、週三至週日09:00~17:00，週二館休，如遇特殊節日依據館內公告為主。
2605,臺南市長官邸「帕莎蒂娜」,臺南,臺南市中西區南門路239號,06-2136039,週一~週日11:30~22:00
2606,華美光學eye玩視界,臺南,臺南市安定區中沙里中工二路30號,06-5937597,"週一~週五 : 上午09:00~下午18:00

週六~週日 : 上午10:00~下午18:00

節慶假日另行公告"
2607,關子嶺大凍山步道&雞籠山,臺南,臺南市白河區紫雲殿仙祖廟,05-2787006,全年開放
2608,陳永華墓(陳永華總制夫婦古墓),臺南,臺南市柳營區果毅後,無,全年開放
2609,左鎮月世界生態學園(岡林國小),臺南,臺南市左鎮區岡林里31號,06-5730107,全天開放
2610,奇美食品幸福工廠,臺南,臺南市仁德區機場路1008號,06-2698588,週二至週日 09:00~17:00 (週一休館，遇連假則順延)
2611,B.B.ART,臺南,臺南市中西區民權路二段48號,06-2233538,週二至週日11:30~19:00 (週一公休)
2612,小北觀光夜市,臺南,臺南市北區西門路四段101號,無,全年開放
2613,美雅家具觀光工廠,臺南,臺南市白河區甘宅101-1號,06-6817456,"▴週三至週日 09:00 - 17：00 
▴週一、週二休館、國定假日連休、春節期間另行公告"
2614,彼緹娃藝術蛋糕觀光工廠,臺南,臺南市佳里區民安里同安寮1-1號,06-7236328,"．參觀時間：上午9:00~下午5:00(每週一公休)(逢連續假期不公休，以公告為主)
．導覽時間：受理預約導覽時間：週二至週日 10：30 ~ 15：30"
2615,國王家族羽絨服飾觀光工廠,臺南,臺南市佳里區民安里同安寮2-8號,06-7213380,週一至週日 09:00 - 17:30
2616,安平定情碼頭-德陽艦園區,臺南,臺南市安平區安億路115號,06-2932925,"9:00-19:00
(11月-翌年3月延長營業時間至18:00)"
2617,漁光島,臺南,臺南市安平區漁光路118號,無,無
2618,台南運河遊船,臺南,臺南市安平區漁人碼頭(安億橋邊安億路旁),903232168,無
2619,木架山大草原,臺南,臺南市新化區山脚里五甲勢,無,無
2620,熱蘭遮城博物館,臺南,臺南市安平區國勝路82號,06-2267348,8:30-17:30
2621,台南市美術館2館,臺南,臺南市中西區忠義路二段1號,06-2218881,"▴每週二~週五&週日10:00~18:00
▴每週六10:00~21:00
▴每週一休館
▴國定例假日照常開館，除夕、初一、初二休館"
2622,台江文化中心,臺南,臺南市安南區安吉路一段205號,06-2558136,"台江劇場：配合演出活動開放。
台江圖書館：每週三至週日09:00-17:00開放（週一與週二休館，每月最後一週五為清潔日該日閉館，逢民俗節慶、國定假日是否休館請洽詢台江文化中心）
終身學習中心：配合臺南社區大學台江分校課程時間開放。"
2623,蘇家古厝,臺南,臺南市新化區中正路341巷31號,無,無
2624,國立臺灣史前文化博物館南科考古館,臺南,臺南市新市區南科三路10號,06-5050905,"▴ 週二至週日：9:00~17:00
▴ 休館時間：每週一 (遇國定假日、補假日、選舉日則照常開放)、農曆除夕、年初一
▴ 必要之停止開放另行公告"
2625,碧海碼頭,臺南,臺南市安平區城平路1號,06-2281382,無
2626,安平水景公園,臺南,臺南市安平區安北路,06-2281382,無
2627,安平遊憩碼頭,臺南,臺南市安平區運河路43號之1,06-2281382,無
2628,全美戲院,臺南,臺南市中西區永福路二段187號,06-2224726,"週一~週五12:30~23:00

週六~週日10:30~23:00"
2629,八吉境道署關帝廳,臺南,臺南市中西區友愛街40巷11號,06-2200259,無
2630,東市場,臺南,臺南市中西區青年路164巷26號,06-2220899,無
2631,鴨母寮市場,臺南,臺南市北區成功路148號,06-2201031,無
2632,花園夜市,臺南,臺南市北區海安路三段533號,06-3583867,"週四、週六、週日
17:00-01:00"
2633,東門巴克禮教會,臺南,臺南市東區東門路一段187號,06-2344266,無
2634,永康車站,臺南,臺南市永康區中山路459號,06-2323305,無
2635,永康社教中心,臺南,臺南市永康區永大二路88號,06-2029666,"週二~週五 08:30-21:00
週六~週日 09:00-17:00
週一休館"
2636,鹽埕圖書館,臺南,臺南市南區新和東路51號,06-2915291,"週二 09:00-17:00
週三-週日 08:00-20:30
週一、國定假日、月末週五清潔日休館"
2637,新光社區-北寮老街彩繪村,臺南,臺南市關廟區新光街209號,無,無
2638,關廟市場,臺南,臺南市關廟區忠孝街68號,06-5952048,無
2639,三角湧,臺南,臺南市新化區中正路與中山路交會處,無,無
2640,善化牛墟,臺南,臺南市善化區什乃里190號,無,無
2641,胡厝寮彩繪村,臺南,臺南市善化區胡家里300號,無,無
2642,迎曦湖,臺南,臺南市新市區環東路一段,無,無
2643,加利利漂流木方舟教堂,臺南,臺南市玉井區三埔里83-1號,06-5743941、06-5742510,無
2644,隱田山房(白色教堂),臺南,臺南市玉井區層林里10號,06-5749300,▴ 週一公休
2645,本田三一宅,臺南,臺南市新營區大同路39號,06-6350521,"週三~週日 10:00~18:00
週一~週二休館"
2646,新營美術園區,臺南,臺南市新營區公園路一段139號,無,無
2647,吳晉淮音樂紀念館,臺南,臺南市柳營區界和路158號,06-6223291,"週三~週日10:00-17:00
週一~週二休館"
2648,海墘本家農創休閒園區,臺南,臺南市下營區中山路二段159號,06-6899121,"▴週一、週三至週五：10:00~14:00、17:00~20:00 (週二公休)
▴週六、週日：10:00~20:00"
2649,北門出張所,臺南,臺南市北門區北門里舊埕119號,06-7861000,無
2650,老塘湖藝術村,臺南,臺南市學甲區美豐49之26號,06-7833800,週一至週日 08:00~18:00
2651,青鯤鯓青山漁港,臺南,臺南市將軍區南26區道101號,無,無
2652,藺草工坊,臺南,臺南市西港區檨林里24號,06-7959504,無
2653,西港市場,臺南,臺南市西港區慶安路59巷17號,06-7961023,無
2654,榖倉餐廳,臺南,臺南市西港區營西里1號,06-7956700,無
2655,長勝營區綠色隧道,臺南,臺南市新營區建業路200號,無,無
2656,新營文化中心,臺南,臺南市新營區中正路23號,06-6321047,"週三~週日 09:00-17:00
週一、週二休館"
2657,北門水晶教堂,臺南,臺南市北門區舊埕200號,06-7861000,"#平日
（週ㄧ、週二、週三、週四）10:00～18:30
（中午12:00-12:30休息）
#週五六日國定假日：9:30～19:00 （夜間點燈）"
2658,林鳳營落羽松,臺南,臺南市六甲區菁埔埤,無,無
2659,劉啟祥美術紀念館,臺南,臺南市柳營區中山西路三段112號,06-6321047#1205,"週三至週日 10:00-17:00 
週一、週二休館"
2660,港濱歷史公園,臺南,臺南市安平區港濱歷史公園(安億橋邊安億路旁),06-6334905,※全天候開放，點燈時間：每日晚上18時起至22時止。
2661,善糖文化園區,臺南,臺南市善化區溪美里262號,無,週一公休
2662,臺灣船園區,臺南,臺南市安平區安億路139號,06-2959728,無
2663,李聖宮,臺南,臺南市將軍區長沙里51號,06-7931215,無
2664,青鯤鯓扇形鹽田,臺南,臺南市將軍區鯤鯓里,無,無
2665,石斛蘭瀑布,臺南,臺南市白河區汴頭里11鄰洪溪州29之2號,無,無
2666,大屯社區彩繪村,臺南,臺南市下營區大屯里(大屯保安宮旁),無,無
2667,新化公會堂青少年圖書館(原新化郡公會堂),臺南,臺南市新化區中山路134號,06-5902685,"週二至週五：08:30-19:30
週六至週日：09:30-16:30
週一、國定假日休館"
2668,臺南市原住民文物館,臺南,臺南市永康區永大二路88號B棟3F（永康社教中心-圖書館3樓）,06-2017422,"週二至週日，上午9點至下午5點
週一及國定假日休館"
2669,新營鐵道地景公園,臺南,臺南市新營區新進路57號,06-6324570,無
2670,金獅傳說,臺南,臺南市西港區八份58號,無,無
2671,台江國家公園管理處遊客中心暨行政中心園區,臺南,臺南市安南區四草大道118號,06-2842600,"9:00~17:00
休館日:每週一(遇假日則順延)、農曆除夕、臨時公布停止辦公日"
2672,篤加聚落文物展覽館,臺南,臺南市七股區篤加里47–7號,06-7873772,文物館由篤加社區運作，平常不對外開放，如欲參訪可洽篤加社區活動中心06-7873772預約參觀
2673,台南山上花園水道博物館,臺南,臺南市山上區山上里山上16號,06-5781900,"▴ 每日 9:30~17:30，16:30後停止售票。
▴ 每週二休園"
2674,關廟森林公園,臺南,臺南市關廟區台19甲線50K處,06-5950002,全年開放
2675,蘭都觀光工廠,臺南,臺南市六甲區和平街185-7號,06-6995208,"▴文化展示與展售區
週一~週日：08:00-17:00"
2676,臺南轉運站,臺南,臺南市北區公園路291號,06-2201519,全年開放
2677,河樂廣場(原中國城),臺南,臺南市中西區中正路343號,無,周二休園
2678,七股遊客中心,臺南,臺南市七股區塩埕里塩埕102-8號 ,06-7801751,週一~週日09:00~17:30、除夕日休館
2679,官田遊客中心(交通部觀光局西拉雅國家風景區管理處行政中心),臺南,臺南市官田區福田路99號,06-6900399,"星期一：09:00~17:00
星期二：09:00~17:00
星期三：09:00~17:00
星期四：09:00~17:00
星期五：09:00~17:00
星期六：09:00~17:00
星期日：09:00~17:00"
2680,臺南市立圖書館總館,臺南,臺南市永康區康橋大道255號,06-3035855,無
2681,飛虎將軍廟,臺南,臺南市安南區同安路127號,無,無
2682,萬國通路創意觀光工廠,臺南,臺南市歸仁區中正南路二段1號,無,無
2683,梅嶺神祕氣場露營區,臺南,臺南市楠西區灣丘里香蕉山51之6號,06-5751258、0933914636,無
2684,臺南孔子廟,臺南,臺南市中西區南門路二號,無,無
2685,祀典武廟,臺南,臺南市中西區永福路二段二二九號,無,無
2686,五妃廟,臺南,臺南市中西區五妃街二０一號,無,無
2687,大天后宮（寧靖王府邸）,臺南,臺南市中西區永福路二段二二七巷十八號,無,無
2688,台灣城殘蹟（安平古堡殘蹟）,臺南,臺南市安平區國勝路八十二號,無,無
2689,赤嵌樓,臺南,臺南市中西區民族路二段二一二號,無,無
2690,二鯤鯓砲臺（億載金城）,臺南,臺南市安平區光州路三號,無,無
2691,北極殿,臺南,臺南市中西區民權路二段八十九號,無,無
2692,開元寺,臺南,臺南市北區北園街八十九號,無,無
2693,臺南三山國王廟,臺南,臺南市北區西門路三段一００號,無,無
2694,開基天后宮,臺南,臺南市北區自強街十二號,無,無
2695,臺灣府城隍廟,臺南,臺南市中西區青年路一三三號,無,無
2696,兌悅門,臺南,臺南市中西區文賢路與信義街交叉口,無,無
2697,四草砲臺（鎮海城）,臺南,臺南市安南區顯草街一段三八一號,無,無
2698,台南地方法院,臺南,臺南市中西區府前路一段三０七號,無,無
2699,臺南法華寺,臺南,臺南市中西區法華街一００號,無,無
2700,臺南開基靈祐宮,臺南,臺南市中西區民族路二段二０八巷三十一號,無,無
2701,妙壽宮,臺南,臺南市安平區國勝路二十六號,無,無
2702,臺南鄭氏家廟,臺南,臺南市中西區忠義路二段三十六號,無,無
2703,臺南報恩堂,臺南,臺南市中西區忠義路二段三十八巷八號,無,無
2704,擇賢堂,臺南,臺南市中西區中正路二十一巷十五號,無,無
2705,臺南天壇,臺南,臺南市中西區忠義路二段八十四巷十六號,無,無
2706,陳德聚堂,臺南,臺南市中西區永福路二段一五二巷二十號,無,無
2707,開基武廟原正殿,臺南,臺南市中西區新美街一一六號,無,無
2708,萬福庵照牆,臺南,臺南市中西區民族路二段三一七巷五號,無,無
2709,臺南德化堂,臺南,臺南市中西區府前路一段一七八號,無,無
2710,總趕宮,臺南,臺南市中西區中正路一三一巷十三號,無,無
2711,臺南東嶽殿,臺南,臺南市中西區民權路一段一一０號,無,無
2712,臺南景福祠,臺南,臺南市中西區人和街四十四號,無,無
2713,風神廟,臺南,臺南市中西區民權路三段一四三巷八號,無,無
2714,臺南水仙宮,臺南,臺南市中西區神農街一號,無,無
2715,大觀音亭,臺南,臺南市北區成功路八十六號,無,無
2716,台南興濟宮,臺南,臺南市北區成功路八十六號,無,無
