編號,名稱,地區,地址,電話,營業時間
3262,圓環牛肉湯 ,Tainan,700 臺南市中西區府前路二段153號 ,886-910-743200,週一~週日04:00–13:30 or 週二休息
3263,牛肉?場牛肉湯,Tainan,700 臺南市中西區海安路二段362號,886-6-2261350,週一~週日10:00–14:00、17:30–00:00
3264,潘家牛肉湯,Tainan,700 臺南市中西區國華街3段125號,886-932-831029,週二~週日08:30–22:30 or 週一休息
3265,康樂街牛肉湯,Tainan,700 臺南市中西區康樂街325號,886-6-2270579,週一~週日 04:30–15:00 or 週一15:00~週二15:00休息
3266,忠嫂牛肉湯,Tainan,701 臺南市東區仁和路79號,886-929-692948,週二~週日17:00-22:00 or 週一休息
3267,崇德牛肉湯,Tainan,701 臺南市東區榮譽街290巷42號,886-6-2606437,週一~週日06:00-12:30 or 農曆17日休息
3268,吳家土產牛肉湯,Tainan,701 臺南市東區中華東路一段145號,886-6-2742092,週二~週日17:00–02:00 or 週一休息
3269,阿家牛肉湯,Tainan,702 臺南市南區中華南路一段78號,886-932-804479,週一~週日05:00–14:00
3270,滋養軒,Tainan,730 臺南市新營區中山路254號,886-6-6322322,週一~週日09:00–22:00
3271,阿滿牛肉湯,Tainan,702 臺南市南區大成路2段31號,886-6-2658532,週一~週日04:00–20:30 or 週二休息
3272,美鮮牛肉湯,Tainan,702 臺南市南區新興路419-1號,886-932-813566,24HR or 週一11:00-週二16:00休息
3273,阿英牛肉湯,Tainan,708 臺南市安平區郡平路157號,886-6-2996129,週一~週日10:00–21:30 or 週二休息
3274,文章牛肉湯,Tainan,708 臺南市安平區安平路590號,886-6-2284626,週一~週日24HR or 週一下午14:00-週二上午10:00休息
3275,三大牛肉火鍋,Tainan,710 臺南市永康區國光三街3號,886-6-2712411,週二~週日11:00–14:30、17:00–21:00 or 週一休息
3276,吉品現宰牛肉清湯,Tainan,710 臺南市永康區永大路一段300-3號,886-6-2720775,週一~週日11:00–14:30、16:30–23:00
3277,阿宏牛肉湯,Tainan,710 臺南市永康區忠孝路383-1號,886-6-3035876,週一~週日06:30–13:30、17:30–20:30 or 週二休息
3278,劉家莊牛肉爐,Tainan,710 臺南市永康區四維街21號,886-6-2335757,週一~週日11:00–22:00
3279,好味道牛肉湯,Tainan,717 臺南市仁德區中山路557號,886-6-2709381,週一~週日06:30–13:30 or 週二休息
3280,閻家土產牛肉湯,Tainan,717 臺南市仁德區中正路一段271號1樓,886-6-3660570,週一~週日06:30-14:00、16:00–20:30 or 週二休息
3281,阿生牛肉湯,Tainan,718 臺南市關廟區中山路1段281號,886-933-673994,週一~週日10:00-19:30 or 休息時間：不定
3282,阿昌牛肉湯,Tainan,718 臺南市關廟區巡府路73號,886-6-5959113,週一~週日07:00–20:00 or 週二休息
3283,安仔牛肉,Tainan,721 臺南市麻豆區民族路9號,886-6-5717457,週二~週日06:00–14:00 or 週一休息
3284,米約廚房 Mi Yueh Kitchen,Tainan,708 臺南市安平區安北路372號1~2樓,886-6-3911911,週一~週五10:00–19:00 週六~週日10:00–20:00 or  週二休息
3285,其森牛肉湯,Tainan,721 臺南市麻豆區興民街1號,886-6-5717112,週一~週日05:00–14:00 or 週二休息
3286,牛狀元牛肉湯,Tainan,721 臺南市麻豆區麻佳路一段87-7號,886-6-5719297,週二~週日07:00–14:00、17:00–00:00 or 週一休息
3287,阿超牛肉湯,Tainan,722 臺南市佳里區新生路339號,886-929-107950,週二~週日11:00–00:00 or 週一休息
3288,順福土產牛肉湯,Tainan,722 臺南市佳里區延平路324號,886-6-7212845,週一~週日02:30–17:00 or 週二休息
3289,順德土產牛肉湯,Tainan,726 臺南市學甲區民權路59號,886-6-7820161,週一~週日05:30–15:00 or 週二休息
3290,福勝牛肉湯,Tainan,741 臺南市善化區光復路,886-6-5819522,週二～週日11:00-14:30、16:30-20:00 or 週一休息
3291,一品牛肉湯,Tainan,744 臺南市新市區中山路202-4號,886-6-5991882,週二~週日11:00-22:00 or 週一休息
3292,新市牛肉清湯,Tainan,744 臺南市新市區中正路220-1號,886-6-5992604,週二~週日11:00-22:00 or 週一休息
3293,有的蔬果汁專賣店,Tainan,700 臺南市中西區國華街3段198號,886-6-2261399,週一~週六07:30–21:30 週日09:00–19:30
3294,安和快餐店,Tainan,709 臺南市安南區安和路5段22號,886-6-3555210,星期一~六 早上10:00-下午1:00   晚上4:00-7:30 星期日 早上10:00-下午1:30
3295,佰客機車,Tainan,730 臺南市新營區新進路27號,886-6-6351446,週一~週日08:00–21:00
3296,牛之屋牛肉湯,Tainan,712 臺南市新化區復興路222號,886-6-5904318,週一~週日04:00–00:00
3297,宇牛肉湯,Tainan,709 臺南市安南區安中路一段968號,886-989-207446,週一~週日03:00–21:30 or 週二休息
3298,南台牛肉湯,Tainan,709 臺南市安南區北安路三段301號,886-6-2470595,週一~週日06:00–14:00 or 週二休息
3299,小北牛肉湯,Tainan,704 臺南市北區西門路4段65巷85號,886-6-2514600,週二~週日06:00–14:00、16:30–20:00 or 週一休息
3300,吉利號烏魚子 - jilihou mullet roe -吉利?????,Tainan,708 臺南市安平區安平路500巷12號,886-6-2289709,週一~週日10:00–20:30
3301,AVIS Car Rental 安維斯租車 台南高鐵站,Tainan,711 臺南市歸仁區歸仁大道 100 號,886-3-6565990#160,週一~週日07:30–22:30
3302,蔡家香腸,Tainan,737 臺南市鹽水區朝琴路140-4號,886-932-975348,週一~週日12:00-17:30
3303,太康有機農業專區,Tainan,736 臺南市柳營區義士路三段121號,886-6-6226505,週一~週日09:00–18:00
3304,中租租車-台南北門站,Tainan,704 臺南市北區北門路二段101號,886-6-2251655,週一~週日08:30-20:30
3305,安平小舖非油炸蝦餅創始店 Anping Shop,Tainan,708 臺南市安平區安平路788號,886-6-2235990,週一~週五10:00–18:30 週六~週日10:00–20:00
3306,拉麵屋,Tainan,708 臺南市安平區怡平路123號,886-6-2999130,週一~週五11:00–14:30、16:45–20:45 週六~週日11:00–20:45
3307,Mr.麵王,Tainan,710 臺南市永康區中華二路258號,886-6-3036660,週一~週五11:00–14:30、16:30–21:00週六~週日11:00–15:00、17:00–21:00
3308,帕莎蒂娜臺南市長官邸,Tainan,700 臺南市中西區南門路239號,886-6-2136039,週一~週日11:30–17:00 or 17:30–22:00
3309,糖村SUGAR&SPICE 台南中山店,Tainan,700 臺南市中西區中山路162號 ,886-6-2202928,週一~週日11:00–22:00
3310,羽唐茶品國際有限公司,Tainan,704 臺南市北區公園路595-12號,886-6-2525618,週一~週六11:30–21:00 or 週日休息
3311,??家咖哩飯 ?西???專賣店,Tainan,709 臺南市安南區長和路二段47號,886-6-3557968,週一~週六10:00~22:00 or 週日休息
3312,古積食品,Tainan,743 臺南市山上區明和里195之6號,886-919-785625,週一~週日10:00~18:30 or 週三休息
3313,中南海租車,Tainan,704 臺南市北區和緯路一段72號,886-979-629506,週一~週日08:30–20:30
3314,DoGa香酥脆椒 DoGa Xiang Crisp Chili,Tainan,708 臺南市安平區安平路556號,886-6-2218995,週一~週五10:00–20:00 週六~週日10:00–21:00
3315,虱目魚主題館,Tainan,708 臺南市安平區漁光路128-2號,886-6-2931097,24小時
3316,玉民台灣黃金蕎麥有限公司,Tainan,714 臺南市玉井區中山路228號,886-6-5742331,週一~週五08:00–17:30 or 週六~週日休息
3317,Be.bee【蜂蜜飲品專門】,Tainan,700 臺南市中西區中山路57號1樓,886-6-2200799,週一~週日10:00–21:30
3318,W Jewelry銀製所-藍晒圖店,Tainan,702 臺南市南區西門路一段689巷20號,886-6-2236622,週一~週四09:00–21:00 週五~週日10:00–22:00
3319,搖滾地鐵 Rock Subway,Tainan,700 臺南市中西區北門路一段123巷19號,886-6-2218998,週二~週五14:00–22:00 週六~週日12:00–22:00
3320,茶桶複合式餐飲,Tainan,700 臺南市中西區臺南市中西區淺草里海安路２段２１巷１６號,886-6-2231007,週一~週日 00:00–15:00、18:00–00:00
3321,台南納涼屋/浴衣體驗,Tainan,701 臺南市東區府東街21巷18號,886-909-999625,週一~週日11:00–20:00 or 週三休息
3322,藝奇新日本料理仁德中山店,Tainan,717 臺南市仁德區中山路777號(特力家居),886-6-24952222,週一~週日11:30–14:30、17:30–22:00
3323,盛禾 台南包車旅遊,Tainan,701 臺南市東區崇善路25巷92號1F,886-937-571336,24HR
3324,馬肯租賃國際有限公司,Tainan,710 臺南市永康區永大路二段107號,886-6-2031666,週一~週日08:30–20:30
3325,邦貝樂啾國際有限公司,Tainan,717 臺南市仁德區土庫一街83號,886-6-2050564,週一~週日09:00-17:00
3326,馥馨,Tainan,737 臺南市鹽水區四維路110號,886-6-6522068,週一~週五11:00–14:00、17:00–20:30 週六~週日11:00–21:00 or  週三休息
3327,品蓬咖啡,Tainan,700 臺南市中西區府前路一段196巷17號,886-6-2215293,週一~週日11:00–22:00
3328,iLife 設計,Tainan,701 臺南市東區台南市東區長榮路二段128號,886-6-2218072,週一~週五11:30–19:00 週六~週日11:00–19:00 週二休息
3329,小野珈琲烘焙坊~Siao-ye Caf?????,Tainan,701 臺南市東區崇善二街７４號,886-6-2906518,10:00~21:00 　週一公休
3330,醋頭家 True Boss,Tainan,700 臺南市中西區忠義路二段30號,886-6-2210096,am07:30~22:00pm
3331,鐵匠鐵板燒,Tainan,700 臺南市中西區忠義路2段75號,06-2214759,11:00~15:0017:00~21:00
3332,直航租車(台南青年店),Tainan,701 臺南市東區青年路281號,06-2347979,周一~週日 8:30-21:00
3333,直航租車(台南高鐵店),Tainan,711 臺南市歸仁區中正南路二段22-1號,06-3032626,每日08:30-20:30
3334,開丼 燒肉VS丼飯,Tainan,701 臺南市東區中華路一段366號B1,06-300-6698,星期一~星期日 11:00~22:00
3335,神田?Lavie,Tainan,708 臺南市安平區育平九街372巷189弄56-1號,06-2988386,24小時
3336,舊振南台南旗艦店,Tainan,701 臺南市東區林森路二段184號,06-2387666,週一至週日：09:30~21:00
3337,西海岸活蝦之家,Tainan,704 臺南市北區中華北路二段160號,06-2826618,11：00am~01：00am
3338,祥好瓜子行,Tainan,721 臺南市麻豆區龍泉里溝子墘3-7號,06-5712890,周一至周日 全年無休08：00-20：00
3339,妳妳旅食 Ni fu Ni fa Caf? Bar,Tainan,700 臺南市中西區民權路一段161號,06-2213687,平日15:00~23:00六日11:00~23:00
3340,三津製麵豆達人,Tainan,704 臺南市北區成功路156號,0987-669996,周二-周日上午07:00-下午1:300
3341,南吃南玩旅遊車隊,Tainan,701 臺南市東區東興路195號4樓之5,0929-060823,24H
3342,特活綠小舖股份有限公司,Tainan,710 臺南市永康區中山北路393號,06-2038347,0830~18:00
3343,發現蝸牛?幸福食堂,Tainan,700 臺南市中西區中正路106-1號,06-2230108,星期日一: 休息 星期二到六: 11:00 – 19:00
3344,濃園滿漢餐廳,Tainan,701 臺南市東區長榮路2段248號,06-2351133,星期一至星期日 11:00-14:00 or  17:00-21:00
3345,有邑家 Home from Home Cafe,Tainan,704 臺南市北區海安路三段147號,06-3580947,11:00-20:00公休日詳情見FB粉絲專頁
3346,小資食代,Tainan,704 臺南市北區元寶里開元路485巷38號1F,0903-875315,星期一至星期日:11:30-14:30 or 17:00-21:30(店家公休時間 or 請洽臉書專頁)
3347,段純貞台南小西門,Tainan,700 臺南市中西區西門路一段658-1號小西門,06-2133228,11:00–21:30
3348,老廣粵花雕雞創意坊,Tainan,708 臺南市安平區文平路249號,(06)2931010,周一至周日早上11:00-14:00晚上17:00-22:30▲農曆新年無休息
3349,火城麵店,Tainan,702 臺南市南區明興路995號,06-2622567,24小時
3350,真便宜汽車精品百貨-台南新營店,Tainan,730 臺南市新營區復興路312號,06-595333,10 : 00 - 21 : 00
3351,都好服飾名店,Tainan,700 臺南市中西區中正路261號,06-2224766,周一至周日 中午12點─晚上9點(全年無休)
3352,進哥蔥派本舖,Tainan,734 臺南市六甲區中正路394號,06-6986377,13:30–18:00每周一固定公休(遇連假不休)
3353,百年傳承 吳萬春香舖,Tainan,700 臺南市中西區民權路二段253號,06-2256842,9:00~18:00星期二公休
3354,永興白曝蔭油,Tainan,731 臺南市後壁區上茄苳104-26號,06-6881089,每日8:00-11:30 or 13:30-17:00（週末、年節照常營業）
3355,進福阿梅大灣名產花生糖,Tainan,710 臺南市永康區民族路393號,06-2715969,24小時
3356,A Sheep Cafe' 有一隻羊咖啡,Tainan,704 臺南市北區西門路四段16巷31弄3號1樓,06-2828678,09:30-17:30星期二 公休
3357,遠東百貨 台南成功店,Tainan,701 臺南市東區前鋒路210號,(06)2098999 分機 9,周一~周日  AM11：00~PM22：00
3358,遠東百貨 台南公園店,Tainan,700 臺南市中西區公園路60號,(06)2259101 分機9,周一~周日 AM11：00~PM 22：00
3359,義美香餅舖,Tainan,702 臺南市南區喜樹路254巷17弄3號,06-2626857,08:00 – 19:00 
3360,玉井阿月芒果冰,Tainan,714 臺南市玉井區中正路135號,06-5741798,9時-19時
3361,雙餘堂精緻壽司,Tainan,702 臺南市南區文南路312號,06-2651377,08:30 – 13:00；15:30-19:00 星期一公休
3362,南京牛肉麵館,Tainan,702 臺南市南區文南路337號,06-2921683,12:00–20:00星期三公休
3363,寧蒙咖啡,Tainan,702 臺南市南區明興路1151巷10-2號,0989-238067,10:00–22:00星期一公休
3364,京富號肉粽菜粽碗粿,Tainan,702 臺南市南區灣裡路353號,0931-998005,星期日 06:00–13:30星期二公休
3365,灣裡土魠魚羹,Tainan,702 臺南市南區灣裡路464號,06-2628120,24小時
3366,灣裡鴨肉羹,Tainan,702 臺南市南區灣裡路88巷203號,06-2962987,星期五六日 06:00–13:30
3367,老兵意麵,Tainan,702 臺南市南區灣裡路282巷5號,06-2622989,星期日 10:00-22:00星期一到六 10:00–22:00
3368,葉家煎包,Tainan,702 臺南市南區灣裡路444號,06-2621043,星期六日 06:00-18:00 平日 06:45-17:45 星期三 公休
3369,古巷速客達,Tainan,704 臺南市北區成功路218號,0935-360877,10:00 - 20:00
3370,家一牛肉麵,Tainan,702 臺南市南區灣裡路229號,0929-307179,11:00-14:00；16:00-21:30
3371,一味香餅家,Tainan,702 臺南市南區灣裡路338號,06-2622346,08:00-22:30
3372,林記糕鴨店,Tainan,702 臺南市南區灣裡路341號,06-2625749,05:30-19:30
3373,府城食府正宗台南料理,Tainan,708 臺南市安平區華平路152號,(06)2951000,週一~週日/ 11：00~14：00 17:00~21:00
3374,美月鴨肉飯,Tainan,702 臺南市南區興南街57-1號,06-2963156,11:00-20:00
3375,巧味虱目魚粥,Tainan,702 臺南市南區灣裡路317號,0912-988661,06:00-14:00
3376,咩灣裡羊肉,Tainan,702 臺南市南區興南街36號,06-2960764,11:00-20:00星期四公休
3377,千享測試,Tainan,700 臺南市中西區千享測試,03-8334774,千享測試
3378,Rilakkuma Cha-Ya 拉拉熊茶屋台南店,Tainan,700 臺南市中西區北門路一段123巷16號,06-223-8819,營業時間：週一至週日：12:00 - 21:00
3379,地果咖啡－複合式餐廳｜自家烘焙麵包｜會議活動空間,Tainan,717 臺南市仁德區大同路三段838號,06-2903131,每周一公休平日: 10:30 － 20:30假日: 09:00 － 21:00詳細時間詳見下方訂位網址或Google Map地圖資訊!
3380,進祿飲食店,Tainan,734 臺南市六甲區仁愛街29號,886-6-6980392,6：00 - 13：30※不定時公休(由臉書公布)
3381,水河伯古早豆花,Tainan,709 臺南市安南區海佃路三段292號,06-2458066,上午10:00 - 下午9:30休假日:每月第一及第三的週二每月第二及第四的週日(大禮拜)
3382,EPGO租車,Tainan,704 臺南市北區小東路281號,928932590,周一到周日 09:00-21:00
3383,小葉布丁,Tainan,708 臺南市安平區安平路516號,06-2222511,營業時間:早上10：30~晚上20：30
3384,Cafe tabibito 塔比比多咖啡館,Tainan,712 臺南市新化區信義路230號,0900-600111,07:30~18:30店休日請參考 Cafe tabibito 塔比比多咖啡館 粉絲專頁公佈
3385,春天租車股份有限公司,Tainan,702 臺南市南區中華西路一段79號3樓,0800-080-688,Mon – Tue :9.00 am – 17.30 pmWed – Thu :9.00 am – 17.30 pmFri :9.00 am – 17.30 pmSun :無營業
3386,春松便利商店,Tainan,700 臺南市中西區民生路一段126號,06-2278856,24小時
3387,周氏豆花,Tainan,708 臺南市安平區安平路137號,06-2238773,24小時
3388,八寶彬圓仔惠,Tainan,708 臺南市安平區安平路784號,06-2218877,24小時
3389,夢幻蜜拉,Tainan,708 臺南市安平區安平路49號,06-2217393,24小時
3390,南泉冰?室,Tainan,708 臺南市安平區安平路270號,06-3506666,24小時
3391,藤喜家冰淇淋,Tainan,708 臺南市安平區安平路788號,0982-088655,24小時
3392,仙仁嫩仙草,Tainan,708 臺南市安平區華平路713號,06-2501916,24小時
3393,金泉興蜜餞?,Tainan,708 臺南市安平區延平街77號,0982-170390,24小時
3394,吉品蜜餞?,Tainan,708 臺南市安平區延平街114號,0987-265265,24小時
3395,一榮拉麵,Tainan,700 臺南市中西區郡緯街1號,0956-585555,周一到周日都是中午12:00~下午2:00下午5:00~晚上10:00
3396,愛夏子 -樹林店,Tainan,700 臺南市中西區樹林街二段151號,06-2158188,周一到周日早上11:30~下午14:30晚上17:30~21:30
3397,愛夏子-海安店,Tainan,700 臺南市中西區海安路一段康樂巿場41號,06 223 9292,周一~周五時間都是晚上5:30~11:20(週五到晚上11:50)周六~周日時間是 早上11:30~下午2:30  晚上5:30~11:50(週日只到11:20)
3398,晴光冰品 校長?店,Tainan,730 臺南市新營區730臺南市新營區中山路284號,06-6336611,24小時
3399,幸福食光~ 手作甜湯,Tainan,730 臺南市新營區民權路118號,06-6323210,24小時
3400,竹門鈺雪冰店,Tainan,732 臺南市白河區竹門114之1號,06-6853388,24小時
3401,龍泉冰店 (井伯),Tainan,721 臺南市麻豆區平等路2之4號,06-5721796,24小時
3402,林家剉冰,Tainan,721 臺南市麻豆區大埕里忠孝路14之3號,06-5725046,24小時
3403,涼泰枝仔冰城,Tainan,735 臺南市下營區東興二街162號,06-6893412,24小時
3404,錢來也商店,Tainan,720 臺南市官田區隆田里中山路二段207號,06-7862627,24小時
3405,阿三仔冰店,Tainan,722 臺南市佳里區文化路283號,06-7234995,24小時
3406,將軍冰城,Tainan,725 臺南市將軍區西甲里西華58之13號旁(台灣電力公司營業處對面),0952-497151,24小時
3407,紅蟳古早味剉冰,Tainan,727 臺南市北門區北門里舊埕187號(錢來也商店旁),0921-292228,24小時
3408,英俊商號,Tainan,727 臺南市北門區北門里舊埕49號,06-7862025,24小時
3409,仙玉甜食,Tainan,741 臺南市善化區中山路138號,0983-860720,24小時
3410,福興號蘇家冰店,Tainan,741 臺南市善化區中山路377號(善化市場)店11,06-5818504,24小時
3411,玉井讚冰店,Tainan,714 臺南市玉井區中正路95號,06-5747530,24小時
3412,玉梅冰店,Tainan,714 臺南市玉井區中正路119號,06-5748056,24小時
3413,玉天冰舖,Tainan,714 臺南市玉井區中山路89號,06-5742929,24小時
3414,愛文鄉芒果冰,Tainan,714 臺南市玉井區憲政街64號,0912-731183,24小時
3415,戀戀芒果冰,Tainan,714 臺南市玉井區豐里里89-9號,0916-011671,24小時
3416,夏樂冰淇淋,Tainan,714 臺南市玉井區樹糖街22號,06-5748820,24小時
3417,遇見果香1館,Tainan,714 臺南市玉井區憲政街2號,0972-171592,24小時
3418,玉井冰棧,Tainan,714 臺南市玉井區中華路281巷1號(中華路中山路口),0933-346403,24小時
3419,光芒果子,Tainan,714 臺南市玉井區中正路103號,0975-225830,24小時
3420,老街冰舖,Tainan,714 臺南市玉井區中正路111號,06-5745123,24小時
3421,青青芒果冰專賣店,Tainan,714 臺南市玉井區中正路91號,06-5748554,24小時
3422,芒果?故鄉,Tainan,714 臺南市玉井區青果市場攤位,0933-674534,24小時
3423,冰上賓,Tainan,714 臺南市玉井區樹糖街26巷20號,0933-674565,24小時
3424,幸福芒果冰,Tainan,715 臺南市楠西區鹿田里油車86號,0975-069166,24小時
3425,春香柑仔店,Tainan,716 臺南市南化區南化里64號,0929-092682,24小時
3426,信柑仔店,Tainan,717 臺南市仁德區保安里文賢路一段571號,06-2665085,24小時
3427,凍伯古早味水冰,Tainan,717 臺南市仁德區民安路一段406號,06-2491087,24小時
3428,連興商號,Tainan,719 臺南市龍崎區崎頂里新市子208號1樓?,06-5941126,24小時
3429,老邱百貨行,Tainan,701 臺南市東區勝利路141號,06-2377711,24小時
3430,德龍糖?玩具商行,Tainan,701 臺南市東區崇德路40號,06-2603046,24小時
3431,統冠商號,Tainan,701 臺南市東區小東路198巷28號,06-2381758,24小時
3432,成一書局,Tainan,701 臺南市東區大同路二段43號,06-2158853,24小時
3433,合記商店,Tainan,701 臺南市東區林森路二段192巷57號,06-2365067,24小時
3434,加興商店/加榮商店,Tainan,701 臺南市東區林森路二段192巷65號,06-2386628,24小時
3435,川田超級商店/盈東行,Tainan,701 臺南市東區小東路198巷43號,06-2364994,24小時
3436,廣鴻超級商店,Tainan,701 臺南市東區裕農路43巷26號,06-2340520,24小時
3437,鴻源雜貨店,Tainan,701 臺南市東區崇信里崇學路188巷23號,06-2606463,24小時
3438,亨芳行,Tainan,701 臺南市東區崇德路316號,06-2683360,24小時
3439,德誠糖行,Tainan,701 臺南市東區崇德路332號,06-2601885,24小時
3440,順雅商行,Tainan,701 臺南市東區德高街61號,06-2607155,24小時
3441,津豪商號,Tainan,701 臺南市東區東興路147之2號,06-2363018,24小時
3442,欣盈行,Tainan,701 臺南市東區仁和路139巷53號,06-2695794,24小時
3443,開飲商行/美好雜貨店,Tainan,701 臺南市東區崇善十一街3號,06-2903113,24小時
3444,大同市場雜貨店（正對入口處左手邊）,Tainan,701 臺南市東區立德十路30巷6-1號,06-2676633,24小時
3445,頂功雜貨店,Tainan,701 臺南市東區大同路一段175巷131號,06-2148491,24小時
3446,萬里綠生活小舖,Tainan,701 臺南市東區樹林街一段43號,06-2080206,二~五 11:30-19:30；六 12:30-18:00
3447,忠誠便利商店,Tainan,701 臺南市東區東榮街103號,06-2389973,24小時
3448,展發百貨店,Tainan,701 臺南市東區光明街99號,06-2382838,24小時
3449,新盛發商號,Tainan,701 臺南市東區光明街45之1號,06-2352341,24小時
3450,日興商店,Tainan,701 臺南市東區光華路216號,06-5932255,24小時
3451,虎尾寮雜貨店,Tainan,701 臺南市東區東成街99之2號,06-2905390,24小時
3452,冰ㄉ????,Tainan,701 臺南市東區崇善路155號,0974-027042,24小時
3453,?利冰饌研習所,Tainan,701 臺南市東區勝利路85-1號,0915-860512,24小時
3454,嚐仙（手工芋圓、芋泥專賣）台南東寧店,Tainan,701 臺南市東區東寧路西段5號,06-2088812,24小時
3455,木子家八寶冰,Tainan,701 臺南市東區大同路一段187號1樓,06-2159068,24小時
3456,無名綿綿冰,Tainan,701 臺南市東區東安路151號,06-2741092,24小時
3457,冰礦,Tainan,701 臺南市東區東明里怡東路94號,06-2757609,24小時
3458,良友-刀削蜜豆冰,Tainan,701 臺南市東區大學路西段49號,06-2377305,24小時
3459,陳Q古早黑砂糖剉冰東寧店,Tainan,701 臺南市東區東寧路490號,06-2093389,24小時
3460,糖廠冰品（台糖糖研所）,Tainan,701 臺南市東區生產路54號、68號,06-3378543,24小時
3461,儒家花生仁湯,Tainan,701 臺南市東區崇善路689號,06-2903223,24小時
3462,慶華大碗公冰店,Tainan,701 臺南市東區富農街一段222號,06-2897603,24小時
3463,吃冰王,Tainan,701 臺南市東區崇善路472號,06-3365217,24小時
3464,Sweet Rainbow彩虹雪冰館（二代店）,Tainan,701 臺南市東區東門路二段304號,06-2680667,24小時
3465,響亮冰舖,Tainan,701 臺南市東區長榮路三段51號,06-2004057,24小時
3466,88嫩仙草-光明店,Tainan,701 臺南市東區光明街147-4號,06-2368686,24小時
3467,元幸?手作冰,Tainan,701 臺南市東區崇明路335號,06-2678083,24小時
3468,黃火木舊台味冰店（崇德店）,Tainan,701 臺南市東區崇德路449號,06-2606668,24小時
3469,欣欣冰果室,Tainan,701 臺南市東區育樂街150號,06-2356701,24小時
3470,小林木瓜牛奶,Tainan,701 臺南市東區東寧路270號,06-2812921,24小時
3471,小茂屋,Tainan,701 臺南市東區長榮路三段40號,06-2358162,24小時
3472,上讚3姐妹水果店,Tainan,700 臺南市中西區東安路62號,06-2092810,24小時
3473,36年老店下坑豆花（崇德店）,Tainan,701 臺南市東區崇德路483號,06-3366188,24小時
3474,大糖甜品黑糖專賣-台南東安店,Tainan,701 臺南市東區東安路43號,06-2093358,24小時
3475,府城豆花庄,Tainan,701 臺南市東區中華東路二段131號,06-2903778,24小時
3476,冰點冰品屋,Tainan,701 臺南市東區東寧路130-1號,06-2353456,24小時
3477,黃火木舊台味冰店,Tainan,704 臺南市北區海安路三段55號,06-2262629,24小時
3478,60年老柑仔店,Tainan,709 臺南市安南區南興里安興街388號,06-2872132,24小時
3479,休閒小站,Tainan,709 臺南市安南區安和路四段610號,06-3566113,24小時
3480,冰殿,Tainan,709 臺南市安南區海佃路一段117號,06-2599900,24小時
3481,愛焙克iBake烘焙DIY,06-3039323,710 臺南市永康區東橋8街26號, 假日: 早上09:30 - 下午8:00,平日:下午12:00 - 下午8:00
3482,無事之森X賀覓,06 303 9323,704 臺南市北區公園南路370巷27號,每週日、一 公休,週二~周六 : 1130~1800
3483,甜匠DIY手作烘焙,Tainan,710 臺南市永康區復國一路486號,0908-220112,星期二～星期天 11:00-19:00星期一公休最後入店時間為 16:00！一定會讓各位作品完成才閉店！
3484,秉醇烘焙坊  手工餅乾專賣店,06-2453536,709 臺南市安南區安中路四段324號,周日公休,上午10點-12點 下午1點-6點
3485,小丞良品,Tainan,704 臺南市北區育德二路151號,06 252 5695,24小時
3486,韓福館,Tainan,708 臺南市安平區永華路二段498號,06 298 7431,24小時
3487,食下有約 or 想法廚房,Tainan,708 臺南市安平區郡平路335號,06-2990508,24小時
3488,洪昌麻辣鴛鴦火鍋,Tainan,730 臺南市新營區新進路二段270號,06-6565828,24小時
3489,合和蔬食料理,Tainan,708 臺南市安平區華平路676號,06-2958968,24小時
3490,K.FIKA,Tainan,743 臺南市山上區南洲里6-3號,06-5783141,24小時
3491,Bonjour輕食早午餐,Tainan,700 臺南市中西區西寧街102號,06-2231617,24小時
3492,充樺田園食館,Tainan,700 臺南市中西區慶中街110號,06-2158806,24小時
3493,陋室茗咖啡,Tainan,730 臺南市新營區三民路56號,06-6336998,24小時
3494,森霖優格,Tainan,700 臺南市中西區國華街三段26號B39,0963 828 796,24小時
3495,明宗魚丸,Tainan,700 臺南市中西區青年路132巷31弄19號,0933 339 866,24小時
3496,梁心魚舖,Tainan,701 臺南市東區裕平路39號(虎尾寮公有市場),06-331-6323,am6:30-pm12:00公休時間:每月農曆初17
3497,Chun 純薏仁甜品,Tainan,700 臺南市中西區國華街三段16巷5號,06 227 0101,24小時
3498,JJ 新天地虹吸咖啡,Tainan,700 臺南市中西區國華街三段26號A9,0921 511 069,上午10:00 - 下午7:00 星期一未營業
3499,京陶坊,Tainan,700 臺南市中西區正興街25號,0910-736336,24小時
3500,飲花茶室,Tainan,700 臺南市中西區國華街三段26號A4,0900 558 947,24小時
3501,綣綣屋,Tainan,700 臺南市中西區國華街三段26號,06 221 6816,24小時
3502,私之家壽司,Tainan,700 臺南市中西區青年路164巷25弄4號,0908 259 807,24小時
3503,秀樓家,Tainan,700 臺南市中西區中山路300號中山市場,0915123829 周小姐,24小時
3504,春天米食坊,Tainan,722 臺南市佳里區中山路300號,914111689,早上 6點中午 12點
3505,台南佳里蘇記麻糬,Tainan,722 臺南市佳里區延平路184號,06-7225365,24小時
3506,優喝呵健康飲食,Tainan,701 臺南市東區裕平路39號-53.55,0968 917 895,上午6:30 - 上午11:30週一: 未營業
3507,麻豆潤餅王,Tainan,721 臺南市麻豆區中正路80號(麻豆市五公有零售市場),06 572 2143,上午7:00 - 下午12:00
3508,阿燕生鮮雞鴨滷味攤,Tainan,700 臺南市中西區中正路366號,0905-261676,每日 6:00~12:00
